post_id,syntax_ari,lex_liwc_WC,lex_liwc_Analytic,lex_liwc_Clout,lex_liwc_Authentic,lex_liwc_Tone,lex_liwc_WPS,lex_liwc_Sixltr,lex_liwc_Dic,lex_liwc_function,lex_liwc_pronoun,lex_liwc_ppron,lex_liwc_i,lex_liwc_we,lex_liwc_you,lex_liwc_shehe,lex_liwc_they,lex_liwc_ipron,lex_liwc_article,lex_liwc_prep,lex_liwc_auxverb,lex_liwc_adverb,lex_liwc_conj,lex_liwc_negate,lex_liwc_verb,lex_liwc_adj,lex_liwc_compare,lex_liwc_interrog,lex_liwc_number,lex_liwc_quant,lex_liwc_affect,lex_liwc_posemo,lex_liwc_negemo,lex_liwc_anx,lex_liwc_anger,lex_liwc_sad,lex_liwc_social,lex_liwc_family,lex_liwc_friend,lex_liwc_female,lex_liwc_male,lex_liwc_cogproc,lex_liwc_insight,lex_liwc_cause,lex_liwc_discrep,lex_liwc_tentat,lex_liwc_certain,lex_liwc_differ,lex_liwc_percept,lex_liwc_see,lex_liwc_hear,lex_liwc_feel,lex_liwc_bio,lex_liwc_body,lex_liwc_health,lex_liwc_sexual,lex_liwc_ingest,lex_liwc_drives,lex_liwc_affiliation,lex_liwc_achieve,lex_liwc_power,lex_liwc_reward,lex_liwc_risk,lex_liwc_focuspast,lex_liwc_focuspresent,lex_liwc_focusfuture,lex_liwc_relativ,lex_liwc_motion,lex_liwc_space,lex_liwc_time,lex_liwc_work,lex_liwc_leisure,lex_liwc_home,lex_liwc_money,lex_liwc_relig,lex_liwc_death,lex_liwc_informal,lex_liwc_swear,lex_liwc_netspeak,lex_liwc_assent,lex_liwc_nonflu,lex_liwc_filler,lex_liwc_AllPunc,lex_liwc_Period,lex_liwc_Comma,lex_liwc_Colon,lex_liwc_SemiC,lex_liwc_QMark,lex_liwc_Exclam,lex_liwc_Dash,lex_liwc_Quote,lex_liwc_Apostro,lex_liwc_Parenth,lex_liwc_OtherP,lex_dal_max_pleasantness,lex_dal_max_activation,lex_dal_max_imagery,lex_dal_min_pleasantness,lex_dal_min_activation,lex_dal_min_imagery,lex_dal_avg_activation,lex_dal_avg_imagery,lex_dal_avg_pleasantness,social_upvote_ratio,social_num_comments,syntax_fk_grade,sentiment,label
5rztot,0.948529412,33,31.44,3.48,93.94,25.77,6.6,21.21,87.88,48.48,24.24,24.24,24.24,0.0,0.0,0.0,0.0,0.0,6.06,6.06,6.06,0.0,6.06,3.03,12.12,0.0,0.0,0.0,3.03,0.0,6.06,3.03,3.03,0.0,0.0,3.03,9.09,3.03,3.03,0.0,3.03,3.03,0.0,0.0,3.03,0.0,0.0,0.0,6.06,0.0,3.03,3.03,12.12,12.12,0.0,0.0,0.0,6.06,3.03,0.0,0.0,3.03,0.0,9.09,0.0,0.0,9.09,3.03,3.03,3.03,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,2.8333,2.4286,3.0,1.25,1.125,1.0,1.84283,1.85,1.99203,1.0,9,1.638470588,-1.0,1
8rf6qi,2.844732143,107,21.02,15.19,99.0,13.19,21.4,8.41,93.46,65.42,15.89,13.08,11.21,0.93,0.0,0.93,0.0,2.8,6.54,13.08,15.89,6.54,8.41,4.67,20.56,3.74,0.93,1.87,1.87,0.0,4.67,1.87,2.8,0.0,1.87,0.0,8.41,2.8,1.87,1.87,0.93,9.35,1.87,0.93,0.0,1.87,2.8,2.8,1.87,0.0,0.0,0.93,2.8,0.93,1.87,0.0,0.0,6.54,4.67,0.0,0.0,0.0,1.87,3.74,18.69,0.0,22.43,3.74,10.28,9.35,0.0,0.93,1.87,0.93,0.0,0.0,0.93,0.93,0.0,0.0,0.0,0.0,14.02,6.54,2.8,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,0.0,2.8333,2.6667,3.0,1.0,1.125,1.0,1.7503,1.56471,1.89389,0.85,20,4.873214286,-0.07339876,1
7r7f7b,9.547641026,129,48.77,43.84,34.47,3.52,25.8,18.6,92.25,58.14,14.73,6.98,3.1,1.55,0.0,2.33,0.0,7.75,5.43,14.73,10.08,4.65,8.53,3.1,15.5,10.08,5.43,1.55,1.55,6.98,6.98,2.33,4.65,1.55,0.78,0.0,9.3,0.0,0.78,0.0,2.33,15.5,0.78,1.55,3.1,3.1,2.33,6.2,1.55,0.0,0.78,0.0,2.33,0.78,1.55,0.0,0.78,4.65,4.65,0.0,0.0,0.0,0.0,8.53,3.88,0.0,13.95,2.33,6.2,4.65,0.0,1.55,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.78,0.78,0.0,13.18,3.88,4.65,0.0,0.0,0.78,0.0,0.0,1.55,0.78,1.55,0.0,2.8571,3.0,3.0,1.0,1.0,1.0,1.76774,1.37857,1.77667,0.84,4,9.289230769,0.063161376,1
994ilv,6.156212848,147,14.4,6.74,98.01,64.46,36.75,12.24,93.88,63.27,21.09,13.61,10.88,0.0,0.0,2.72,0.0,7.48,4.76,10.88,10.88,6.8,9.52,2.72,23.81,2.72,1.36,1.36,3.4,2.72,3.4,2.72,0.68,0.0,0.0,0.0,4.76,1.36,0.0,3.4,0.68,17.69,5.44,3.4,2.04,1.36,0.68,6.12,1.36,0.0,0.0,1.36,4.08,0.0,4.08,0.0,0.0,4.76,1.36,0.0,2.04,0.68,0.68,4.08,19.05,0.0,15.65,1.36,6.12,8.16,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,8.16,2.72,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,3.0,2.6667,3.0,1.1,1.0,1.0,1.71248,1.48657,1.85919,0.4,2,7.045656759,-0.023196248,1
9md6qz,12.72954365,211,44.97,50.0,70.15,3.36,35.17,11.37,94.79,63.03,22.75,17.06,9.0,0.0,0.0,7.58,0.47,5.69,6.16,17.06,6.64,5.69,8.53,1.9,18.96,1.42,0.95,0.95,0.47,2.37,6.16,1.9,4.27,1.42,1.42,0.0,14.22,2.37,0.47,1.9,7.58,12.32,2.37,2.37,2.37,2.37,0.95,3.32,2.37,0.47,0.95,0.95,0.95,0.0,0.47,0.0,0.0,7.58,3.32,1.42,1.9,0.0,1.42,8.53,6.64,0.95,19.43,4.74,5.69,9.0,0.0,0.47,0.95,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,16.59,5.69,7.58,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.95,0.0,3.0,2.8889,3.0,1.0,1.125,1.0,1.71359,1.60215,1.88185,1.0,0,11.41280423,0.044230769,1
7nzd86,9.864117647,117,31.24,2.02,85.51,2.7,23.4,17.09,94.02,65.81,17.95,11.97,11.97,0.0,0.0,0.0,0.0,5.98,5.13,17.09,8.55,5.98,12.82,4.27,17.95,10.26,5.98,1.71,0.85,1.71,11.11,4.27,6.84,1.71,0.0,1.71,3.42,0.85,0.85,0.0,0.0,20.51,2.56,5.13,3.42,5.98,0.85,7.69,1.71,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,11.11,2.56,2.56,2.56,1.71,4.27,0.0,12.82,1.71,8.55,2.56,3.42,2.56,0.0,0.85,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.85,0.0,14.53,4.27,6.84,0.0,0.0,0.0,0.0,0.0,0.0,1.71,1.71,0.0,2.8571,2.8,3.0,1.0,1.0,1.0,1.69659,1.41942,1.83891,1.0,1,10.05334454,-0.246230159,1
5z8ilq,1.702954545,43,19.46,8.15,87.51,1.0,8.6,13.95,95.35,55.81,23.26,13.95,13.95,0.0,0.0,0.0,0.0,9.3,0.0,13.95,11.63,4.65,6.98,0.0,18.6,9.3,2.33,0.0,4.65,0.0,13.95,4.65,9.3,4.65,2.33,2.33,4.65,0.0,0.0,0.0,0.0,11.63,2.33,0.0,0.0,4.65,0.0,4.65,6.98,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,4.65,0.0,2.33,0.0,2.33,0.0,4.65,16.28,0.0,6.98,0.0,0.0,6.98,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,18.6,9.3,4.65,0.0,0.0,2.33,0.0,0.0,0.0,2.33,0.0,0.0,2.7143,2.4286,3.0,1.0,1.1429,1.0,1.68648,1.40476,1.87636,0.76,2,2.592,0.436111111,1
9yc75n,6.129452055,72,53.02,55.52,48.89,1.0,14.4,22.22,88.89,52.78,20.83,19.44,8.33,0.0,0.0,9.72,1.39,1.39,4.17,13.89,4.17,1.39,8.33,2.78,12.5,5.56,2.78,0.0,1.39,2.78,6.94,1.39,5.56,2.78,2.78,0.0,18.06,0.0,4.17,0.0,9.72,9.72,1.39,0.0,0.0,2.78,2.78,5.56,6.94,1.39,4.17,1.39,1.39,0.0,1.39,0.0,0.0,11.11,5.56,0.0,5.56,0.0,1.39,5.56,2.78,4.17,15.28,2.78,5.56,6.94,1.39,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44,6.94,8.33,0.0,0.0,0.0,0.0,0.0,0.0,1.39,2.78,0.0,3.0,3.0,3.0,1.0,1.1429,1.0,1.72488,1.63934,1.83818,0.98,10,6.430027397,-0.102272727,1
6l1lwg,6.970442177,95,89.21,20.0,98.22,11.97,19.0,20.0,89.47,54.74,13.68,9.47,9.47,0.0,0.0,0.0,0.0,4.21,10.53,17.89,6.32,4.21,5.26,2.11,15.79,4.21,3.16,1.05,3.16,1.05,3.16,1.05,2.11,1.05,0.0,1.05,4.21,0.0,0.0,0.0,0.0,6.32,3.16,1.05,0.0,1.05,0.0,1.05,1.05,1.05,0.0,0.0,4.21,0.0,4.21,0.0,0.0,7.37,1.05,2.11,1.05,3.16,0.0,5.26,8.42,2.11,20.0,3.16,2.11,14.74,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.74,4.21,6.32,0.0,0.0,0.0,1.05,0.0,0.0,3.16,0.0,0.0,2.5556,2.8,3.0,1.0,1.1429,1.0,1.70826,1.52632,1.86367,0.78,2,8.239183673,0.024404762,0
87l3pf,-1.98,43,1.5,5.19,87.51,69.6,8.6,2.33,97.67,65.12,23.26,13.95,13.95,0.0,0.0,0.0,0.0,9.3,2.33,9.3,13.95,13.95,6.98,4.65,23.26,0.0,0.0,2.33,0.0,4.65,11.63,6.98,4.65,4.65,0.0,0.0,2.33,0.0,0.0,0.0,0.0,9.3,4.65,0.0,2.33,4.65,0.0,0.0,2.33,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,6.98,0.0,2.33,0.0,2.33,2.33,2.33,25.58,2.33,11.63,0.0,4.65,4.65,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.28,11.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,3.0,2.8,2.8,1.0,1.1818,1.0,1.76388,1.37619,1.91243,0.94,2,1.495,0.333690476,1
9clolq,5.255517241,86,78.82,63.65,99.0,69.6,17.2,12.79,90.7,51.16,15.12,12.79,6.98,1.16,0.0,0.0,4.65,2.33,5.81,16.28,4.65,5.81,5.81,0.0,12.79,3.49,1.16,0.0,6.98,2.33,2.33,2.33,0.0,0.0,0.0,0.0,11.63,0.0,1.16,0.0,0.0,11.63,1.16,3.49,1.16,1.16,2.33,2.33,0.0,0.0,0.0,0.0,1.16,0.0,1.16,0.0,0.0,10.47,2.33,2.33,2.33,5.81,0.0,12.79,3.49,1.16,26.74,1.16,8.14,18.6,4.65,0.0,0.0,1.16,0.0,0.0,1.16,0.0,1.16,0.0,0.0,0.0,17.44,5.81,6.98,0.0,1.16,0.0,0.0,1.16,0.0,2.33,0.0,0.0,2.6667,2.3,3.0,1.2,1.1429,1.0,1.62481,1.55821,1.79965,1.0,3,4.848908046,0.2375,0
6756cn,8.693764045,85,12.7,72.17,17.08,1.0,42.5,12.94,95.29,58.82,18.82,12.94,10.59,2.35,0.0,0.0,0.0,5.88,4.71,9.41,10.59,8.24,11.76,1.18,17.65,3.53,1.18,0.0,1.18,2.35,11.76,3.53,8.24,3.53,0.0,0.0,17.65,0.0,1.18,0.0,1.18,15.29,2.35,3.53,3.53,5.88,1.18,2.35,4.71,0.0,3.53,0.0,1.18,0.0,1.18,0.0,0.0,17.65,9.41,2.35,5.88,0.0,3.53,0.0,11.76,2.35,3.53,1.18,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,1.18,1.18,0.0,1.18,9.41,2.35,3.53,0.0,0.0,0.0,0.0,1.18,0.0,2.35,0.0,0.0,2.6364,2.8889,2.8,1.0,1.0,1.0,1.80964,1.5039,1.87327,0.9,4,8.467275281,-0.136111111,1
74v7gx,7.370740741,81,68.94,80.62,7.47,48.69,16.2,19.75,92.59,60.49,16.05,6.17,1.23,0.0,4.94,0.0,0.0,9.88,7.41,16.05,13.58,0.0,4.94,2.47,19.75,3.7,1.23,1.23,0.0,0.0,8.64,4.94,3.7,1.23,1.23,0.0,12.35,0.0,0.0,0.0,1.23,14.81,6.17,1.23,4.94,2.47,0.0,4.94,0.0,0.0,0.0,0.0,2.47,1.23,1.23,0.0,0.0,6.17,1.23,1.23,0.0,2.47,1.23,0.0,17.28,0.0,4.94,1.23,2.47,0.0,1.23,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,3.7,3.7,1.23,0.0,1.23,0.0,0.0,2.47,0.0,0.0,0.0,2.6667,2.9167,3.0,1.0,1.1818,1.0,1.70458,1.40556,1.82738,0.71,9,7.044049383,0.069444444,0
7s740p,4.673548387,62,62.27,87.06,29.34,96.14,12.4,12.9,91.94,59.68,19.35,12.9,6.45,1.61,1.61,3.23,0.0,6.45,6.45,19.35,8.06,9.68,4.84,0.0,16.13,3.23,0.0,0.0,0.0,0.0,4.84,4.84,0.0,0.0,0.0,0.0,14.52,0.0,1.61,3.23,0.0,4.84,1.61,0.0,1.61,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06,4.84,1.61,0.0,1.61,0.0,3.23,9.68,1.61,14.52,3.23,1.61,9.68,1.61,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.52,8.06,1.61,0.0,0.0,0.0,0.0,0.0,1.61,0.0,3.23,0.0,3.0,2.9091,3.0,1.4545,1.125,1.0,1.63217,1.57692,1.97865,1.0,5,4.852451613,0.173611111,0
722d0j,1.908452381,56,67.14,76.25,20.57,99.0,11.2,14.29,89.29,53.57,14.29,12.5,7.14,0.0,5.36,0.0,0.0,1.79,8.93,12.5,10.71,5.36,5.36,0.0,21.43,5.36,1.79,1.79,0.0,5.36,10.71,8.93,1.79,0.0,0.0,0.0,10.71,0.0,0.0,0.0,0.0,14.29,3.57,1.79,5.36,7.14,1.79,1.79,1.79,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,5.36,0.0,1.79,1.79,0.0,1.79,0.0,19.64,1.79,8.93,0.0,5.36,1.79,1.79,0.0,0.0,1.79,0.0,0.0,1.79,0.0,0.0,0.0,1.79,0.0,12.5,3.57,0.0,0.0,0.0,1.79,3.57,0.0,0.0,0.0,3.57,0.0,3.0,2.5,3.0,1.125,1.1429,1.0,1.69629,1.50667,1.96061,1.0,2,3.221428571,0.3925,0
7owge6,4.146135338,90,15.95,21.83,93.3,1.03,18.0,13.33,95.56,63.33,26.67,18.89,13.33,0.0,0.0,5.56,0.0,7.78,4.44,15.56,10.0,6.67,8.89,2.22,20.0,4.44,3.33,2.22,1.11,2.22,12.22,4.44,7.78,2.22,2.22,1.11,10.0,0.0,0.0,0.0,5.56,11.11,3.33,1.11,1.11,0.0,3.33,2.22,5.56,0.0,1.11,4.44,1.11,0.0,1.11,0.0,0.0,12.22,1.11,2.22,4.44,2.22,3.33,5.56,7.78,1.11,17.78,2.22,10.0,5.56,1.11,0.0,1.11,0.0,0.0,0.0,2.22,0.0,0.0,2.22,0.0,0.0,11.11,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,2.7143,2.6,3.0,1.0,1.0,1.0,1.72731,1.50864,1.89999,0.67,6,4.98075188,0.126,1
845jlg,18.44036304,99,89.38,69.32,6.95,25.77,24.75,27.27,77.78,45.45,6.06,1.01,0.0,0.0,0.0,0.0,1.01,5.05,10.1,12.12,8.08,3.03,8.08,0.0,15.15,6.06,1.01,0.0,1.01,2.02,6.06,3.03,3.03,0.0,1.01,1.01,7.07,0.0,0.0,0.0,0.0,8.08,1.01,1.01,3.03,2.02,1.01,2.02,2.02,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,7.07,1.01,2.02,6.06,0.0,0.0,7.07,6.06,0.0,12.12,1.01,5.05,4.04,12.12,1.01,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,1.01,0.0,15.15,4.04,3.03,2.02,1.01,0.0,0.0,0.0,0.0,1.01,2.02,2.02,3.0,2.7,3.0,1.0,1.0,1.0,1.71164,1.56901,1.84013,0.93,7,15.53207921,-0.211111111,0
5mppfy,2.272795699,61,25.99,5.06,99.0,1.0,10.17,19.67,95.08,52.46,19.67,18.03,14.75,0.0,0.0,3.28,0.0,1.64,1.64,11.48,9.84,1.64,8.2,3.28,31.15,1.64,0.0,0.0,0.0,3.28,9.84,1.64,6.56,0.0,0.0,4.92,8.2,1.64,0.0,4.92,0.0,14.75,4.92,0.0,1.64,1.64,3.28,6.56,0.0,0.0,0.0,0.0,3.28,1.64,0.0,0.0,1.64,4.92,1.64,0.0,1.64,1.64,0.0,21.31,3.28,0.0,14.75,1.64,6.56,6.56,0.0,0.0,1.64,0.0,0.0,1.64,1.64,0.0,0.0,1.64,0.0,0.0,19.67,13.11,4.92,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,2.7143,2.5714,3.0,1.125,1.3,1.0,1.77415,1.64138,1.85654,1.0,14,3.475483871,0.114814815,1
651y9s,5.150487805,80,65.29,89.42,2.07,72.57,16.0,12.5,88.75,58.75,11.25,8.75,0.0,0.0,0.0,7.5,1.25,2.5,11.25,12.5,7.5,3.75,13.75,2.5,17.5,3.75,0.0,0.0,2.5,1.25,5.0,3.75,1.25,0.0,0.0,0.0,17.5,2.5,2.5,0.0,10.0,8.75,1.25,0.0,2.5,2.5,1.25,2.5,1.25,0.0,1.25,0.0,1.25,0.0,0.0,0.0,1.25,8.75,2.5,1.25,2.5,1.25,1.25,7.5,5.0,2.5,15.0,3.75,6.25,5.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.8333,2.6667,3.0,1.0,1.2727,1.0,1.78405,1.77059,1.90866,1.0,4,5.48404878,0.073666667,0
8k9j5h,5.089090909,91,23.17,1.0,99.0,25.77,18.2,16.48,93.41,62.64,23.08,13.19,10.99,0.0,0.0,0.0,2.2,9.89,6.59,13.19,9.89,5.49,6.59,5.49,17.58,4.4,3.3,3.3,0.0,2.2,4.4,2.2,2.2,0.0,0.0,1.1,4.4,0.0,0.0,0.0,0.0,28.57,6.59,4.4,3.3,7.69,2.2,13.19,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,2.2,0.0,1.1,1.1,0.0,0.0,5.49,13.19,1.1,19.78,1.1,14.29,4.4,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68,4.4,3.3,0.0,1.1,1.1,0.0,0.0,0.0,8.79,0.0,0.0,3.0,2.7778,3.0,1.0,1.125,1.0,1.71252,1.49,1.86276,1.0,15,5.743989899,0.26875,1
7v7nst,8.965041322,118,91.98,19.85,29.66,57.83,23.6,10.17,78.81,48.31,10.17,8.47,7.63,0.0,0.0,0.0,0.85,1.69,6.78,18.64,3.39,5.08,7.63,0.0,11.86,3.39,2.54,0.85,2.54,1.69,3.39,2.54,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,8.47,0.0,3.39,0.0,3.39,0.85,1.69,0.0,0.0,0.0,0.0,7.63,3.39,0.85,0.0,3.39,4.24,0.0,0.0,2.54,1.69,0.0,1.69,10.17,0.0,8.47,1.69,5.08,1.69,0.0,3.39,1.69,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64,4.24,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.85,1.69,1.69,2.8333,2.625,3.0,1.0,1.2222,1.0,1.6594,1.72473,1.88191,0.99,35,8.18353719,0.101296296,0
8vaflh,-0.401315789,110,2.82,23.36,66.98,1.0,18.33,16.36,97.27,69.09,28.18,21.82,15.45,0.0,0.91,5.45,0.0,6.36,3.64,11.82,13.64,7.27,10.91,2.73,24.55,2.73,2.73,3.64,0.91,0.0,3.64,0.0,3.64,0.0,1.82,0.91,12.73,0.91,0.0,6.36,0.0,14.55,4.55,1.82,2.73,0.91,2.73,1.82,5.45,1.82,0.91,2.73,6.36,0.91,4.55,0.91,0.0,3.64,0.91,0.0,2.73,0.0,0.0,10.91,10.0,1.82,10.0,2.73,2.73,4.55,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.91,0.0,0.0,0.0,0.0,10.0,3.64,0.0,0.0,0.0,1.82,0.0,0.0,1.82,2.73,0.0,0.0,2.7143,2.6667,2.8,1.0,1.125,1.0,1.69322,1.43617,1.85338,0.91,17,1.451192982,0.2375,1
7qknnf,9.262818627,129,7.86,53.1,69.33,99.0,25.8,18.6,96.12,63.57,23.26,14.73,6.98,0.0,5.43,0.0,2.33,8.53,3.88,10.85,10.85,7.75,7.75,5.43,22.48,4.65,1.55,2.33,0.78,3.1,9.3,7.75,1.55,0.0,0.0,0.78,13.18,0.0,0.0,0.0,0.0,22.48,8.53,0.0,4.65,6.2,3.1,5.43,0.0,0.0,0.0,0.0,2.33,0.0,1.55,0.0,0.0,4.65,1.55,0.78,0.78,0.78,0.78,3.1,20.16,3.1,7.75,0.0,4.65,3.1,1.55,0.78,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,3.1,5.43,0.0,0.0,0.78,0.0,0.0,0.0,4.65,0.0,0.0,3.0,2.6364,3.0,1.1429,1.125,1.0,1.68852,1.37,1.94565,0.25,14,8.433823529,0.226658163,1
7oaipo,3.549444444,104,40.01,94.88,94.81,78.6,20.8,12.5,95.19,54.81,17.31,12.5,2.88,7.69,0.0,1.92,0.0,4.81,6.73,12.5,6.73,6.73,10.58,1.92,19.23,6.73,4.81,1.92,1.92,4.81,2.88,2.88,0.0,0.0,0.0,0.0,17.31,0.0,0.0,0.0,1.92,16.35,1.92,3.85,0.96,3.85,1.92,3.85,4.81,1.92,0.96,1.92,0.96,0.0,0.0,0.0,0.0,11.54,10.58,0.96,0.0,0.0,0.0,12.5,7.69,0.96,25.0,5.77,4.81,15.38,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.96,0.0,0.0,0.96,8.65,4.81,0.96,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.96,3.0,2.8,2.8,1.0,1.1429,1.0,1.69539,1.56703,1.86522,1.0,4,4.425,0.074242424,1
6yq1rh,3.994015152,88,79.25,6.98,96.4,1.0,17.6,15.91,96.59,59.09,18.18,11.36,11.36,0.0,0.0,0.0,0.0,6.82,5.68,19.32,7.95,1.14,5.68,1.14,15.91,12.5,1.14,0.0,0.0,1.14,10.23,2.27,7.95,5.68,1.14,1.14,1.14,0.0,0.0,0.0,0.0,9.09,1.14,3.41,1.14,1.14,0.0,3.41,0.0,0.0,0.0,0.0,7.95,5.68,2.27,0.0,0.0,1.14,0.0,0.0,0.0,0.0,1.14,7.95,3.41,1.14,17.05,2.27,11.36,3.41,0.0,1.14,5.68,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,7.95,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,2.8571,2.8,3.0,1.0,1.0,1.0,1.67159,1.67792,1.79508,0.94,1,4.611818182,-0.105555556,0
66gcvf,2.295306122,90,4.38,18.71,87.07,1.0,18.0,10.0,97.78,62.22,24.44,18.89,14.44,0.0,0.0,4.44,0.0,5.56,0.0,14.44,11.11,11.11,10.0,2.22,20.0,5.56,1.11,2.22,1.11,1.11,4.44,0.0,4.44,2.22,1.11,0.0,12.22,4.44,0.0,3.33,6.67,17.78,2.22,4.44,4.44,5.56,2.22,4.44,0.0,0.0,0.0,0.0,4.44,3.33,0.0,1.11,1.11,6.67,0.0,2.22,4.44,1.11,0.0,2.22,13.33,3.33,15.56,2.22,6.67,7.78,1.11,1.11,1.11,0.0,0.0,0.0,1.11,0.0,1.11,0.0,0.0,0.0,21.11,5.56,6.67,0.0,0.0,0.0,0.0,0.0,0.0,8.89,0.0,0.0,2.8333,2.625,3.0,1.0,1.125,1.0,1.71135,1.59762,1.84597,0.86,2,3.837346939,-0.385714286,1
8n2y54,2.323492063,84,37.39,99.0,17.86,99.0,16.8,17.86,85.71,53.57,16.67,11.9,0.0,5.95,5.95,0.0,0.0,4.76,5.95,10.71,9.52,5.95,9.52,0.0,20.24,2.38,1.19,4.76,3.57,1.19,9.52,9.52,0.0,0.0,0.0,0.0,22.62,0.0,0.0,0.0,0.0,10.71,3.57,1.19,3.57,2.38,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86,13.1,1.19,3.57,0.0,0.0,0.0,21.43,0.0,11.9,1.19,7.14,3.57,0.0,2.38,0.0,0.0,1.19,0.0,2.38,0.0,2.38,0.0,0.0,0.0,28.57,7.14,3.57,1.19,1.19,0.0,0.0,1.19,0.0,0.0,2.38,11.9,2.5714,2.6667,3.0,1.375,1.1818,1.0,1.64388,1.48065,1.98263,1.0,2,4.073474427,0.325,0
7u6fge,2.098461538,63,24.5,68.29,4.97,55.71,15.75,7.94,95.24,58.73,22.22,12.7,6.35,1.59,0.0,4.76,0.0,9.52,4.76,12.7,14.29,4.76,3.17,3.17,25.4,4.76,3.17,1.59,0.0,3.17,4.76,3.17,1.59,0.0,0.0,0.0,14.29,0.0,1.59,0.0,6.35,11.11,1.59,4.76,3.17,1.59,0.0,1.59,1.59,0.0,1.59,0.0,3.17,0.0,3.17,0.0,0.0,12.7,6.35,3.17,4.76,1.59,1.59,0.0,31.75,0.0,9.52,3.17,3.17,3.17,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46,3.17,0.0,1.59,1.59,3.17,0.0,0.0,0.0,4.76,3.17,0.0,2.5,2.8889,3.0,1.1429,1.1429,1.0,1.72849,1.43846,1.88165,1.0,1,3.458461538,0.010416667,0
9be0l2,5.676580645,153,56.24,16.34,91.95,1.0,30.6,13.07,88.24,52.94,13.73,8.5,7.84,0.0,0.0,0.65,0.0,5.23,5.88,13.07,9.8,3.27,8.5,1.96,19.61,5.23,1.96,0.65,0.65,1.96,9.15,0.65,8.5,2.61,0.65,2.61,1.96,0.0,0.0,0.0,0.65,9.15,2.61,1.31,1.96,0.65,0.65,1.96,0.65,0.0,0.0,0.0,7.19,0.0,6.54,0.0,0.65,5.23,0.0,1.31,1.96,1.31,1.31,12.42,3.92,1.31,19.61,5.88,4.58,9.15,0.65,0.0,0.65,0.65,0.0,0.0,0.65,0.0,0.0,0.0,0.65,0.0,20.26,14.38,1.31,0.0,0.0,0.0,0.0,0.65,1.31,1.31,1.31,0.0,3.0,2.8,3.0,1.0,1.0,1.0,1.71804,1.53016,1.74911,1.0,3,5.909193548,-0.049465812,1
